Column1,EORA_a3,Country,Year,CODE,SHORTNAME,GROUP,META_ID,name,Global.Region,Continent
2854,QAT,Qatar,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,184,Qatar,M. East & C. Asia,Asia
2855,QAT,Qatar,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,184,Qatar,M. East & C. Asia,Asia
2856,QAT,Qatar,2016,2,IPC,Prevention,184,Qatar,M. East & C. Asia,Asia
2857,QAT,Qatar,2016,3,AMU Prevention,Prevention,184,Qatar,M. East & C. Asia,Asia
2858,QAT,Qatar,2016,1,One Health Arrangements,General,184,Qatar,M. East & C. Asia,Asia
2859,QAT,Qatar,2016,2,NAP progress,General,184,Qatar,M. East & C. Asia,Asia
2860,QAT,Qatar,2016,0,NAP published,General,184,Qatar,M. East & C. Asia,Asia
2861,QAT,Qatar,2016,3,AMR Awareness (Human Health),Awareness and Education,184,Qatar,M. East & C. Asia,Asia
2864,QAT,Qatar,2016,1,AMS and Regulation (Human),Regulation,184,Qatar,M. East & C. Asia,Asia
2866,QAT,Qatar,2016,3,Contamination Prevention,Regulation,184,Qatar,M. East & C. Asia,Asia
2867,QAT,Qatar,2016,0,AMS and Regulation (Ani&Crop),Regulation,184,Qatar,M. East & C. Asia,Asia
2869,ROU,Romania,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,187,Romania,Other Europe,Europe
2870,ROU,Romania,2016,4,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,187,Romania,Other Europe,Europe
2879,ROU,Romania,2016,2,AMS and Regulation (Human),Regulation,187,Romania,Other Europe,Europe
2880,ROU,Romania,2016,4,AMS and Regulation (Ani&Crop),Regulation,187,Romania,Other Europe,Europe
2881,ROU,Romania,2016,2,Contamination Prevention,Regulation,187,Romania,Other Europe,Europe
2882,ROU,Romania,2016,0,IPC,Prevention,187,Romania,Other Europe,Europe
2883,ROU,Romania,2016,0,AMU Prevention,Prevention,187,Romania,Other Europe,Europe
2884,ROU,Romania,2016,0,One Health Arrangements,General,187,Romania,Other Europe,Europe
2885,ROU,Romania,2016,1,NAP progress,General,187,Romania,Other Europe,Europe
2886,ROU,Romania,2016,1,NAP published,General,187,Romania,Other Europe,Europe
2887,ROU,Romania,2016,3,AMR Awareness (Human Health),Awareness and Education,187,Romania,Other Europe,Europe
2888,ROU,Romania,2016,2,AMR Awareness (Animal Health and Food Prod),Awareness and Education,187,Romania,Other Europe,Europe
2889,ROU,Romania,2016,2,AMR Training (Human Health),Awareness and Education,187,Romania,Other Europe,Europe
2890,ROU,Romania,2016,3,AMR Training (Animal Health and Food Prod),Awareness and Education,187,Romania,Other Europe,Europe
2891,ROU,Romania,2016,1,Veterinary Services,General,187,Romania,Other Europe,Europe
2892,ROU,Romania,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,187,Romania,Other Europe,Europe
2893,ROU,Romania,2016,4,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,187,Romania,Other Europe,Europe
2895,RUS,Russian Federation,2016,4,IPC,Prevention,188,Russia,Asia-Pacific,Europe
2896,RUS,Russian Federation,2016,1,One Health Arrangements,General,188,Russia,Asia-Pacific,Europe
2897,RUS,Russian Federation,2016,1,NAP progress,General,188,Russia,Asia-Pacific,Europe
2898,RUS,Russian Federation,2016,0,NAP published,General,188,Russia,Asia-Pacific,Europe
2899,RUS,Russian Federation,2016,1,AMR Awareness (Human Health),Awareness and Education,188,Russia,Asia-Pacific,Europe
2900,RUS,Russian Federation,2016,2,AMR Awareness (Animal Health and Food Prod),Awareness and Education,188,Russia,Asia-Pacific,Europe
2901,RUS,Russian Federation,2016,3,AMR Training (Human Health),Awareness and Education,188,Russia,Asia-Pacific,Europe
2902,RUS,Russian Federation,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,188,Russia,Asia-Pacific,Europe
2903,RUS,Russian Federation,2016,4,Veterinary Services,General,188,Russia,Asia-Pacific,Europe
2904,RUS,Russian Federation,2016,3,Monitoring System for AMU (Human Health),Monitoring and Surveillance,188,Russia,Asia-Pacific,Europe
2905,RUS,Russian Federation,2016,1,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,188,Russia,Asia-Pacific,Europe
2906,RUS,Russian Federation,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,188,Russia,Asia-Pacific,Europe
2907,RUS,Russian Federation,2016,3,Contamination Prevention,Regulation,188,Russia,Asia-Pacific,Europe
2909,RUS,Russian Federation,2016,3,AMU Prevention,Prevention,188,Russia,Asia-Pacific,Europe
2917,RUS,Russian Federation,2016,3,AMS and Regulation (Human),Regulation,188,Russia,Asia-Pacific,Europe
2918,RUS,Russian Federation,2016,4,AMS and Regulation (Ani&Crop),Regulation,188,Russia,Asia-Pacific,Europe
2920,SAU,Saudi Arabia,2016,1,AMR Training (Human Health),Awareness and Education,200,Saudi Arabia,M. East & C. Asia,Asia
2921,SAU,Saudi Arabia,2016,1,One Health Arrangements,General,200,Saudi Arabia,M. East & C. Asia,Asia
2922,SAU,Saudi Arabia,2016,2,NAP progress,General,200,Saudi Arabia,M. East & C. Asia,Asia
2923,SAU,Saudi Arabia,2016,1,NAP published,General,200,Saudi Arabia,M. East & C. Asia,Asia
2924,SAU,Saudi Arabia,2016,2,AMR Awareness (Human Health),Awareness and Education,200,Saudi Arabia,M. East & C. Asia,Asia
2925,SAU,Saudi Arabia,2016,3,AMR Awareness (Animal Health and Food Prod),Awareness and Education,200,Saudi Arabia,M. East & C. Asia,Asia
2928,SAU,Saudi Arabia,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,200,Saudi Arabia,M. East & C. Asia,Asia
2929,SAU,Saudi Arabia,2016,3,Veterinary Services,General,200,Saudi Arabia,M. East & C. Asia,Asia
2930,SAU,Saudi Arabia,2016,2,Monitoring System for AMU (Human Health),Monitoring and Surveillance,200,Saudi Arabia,M. East & C. Asia,Asia
2931,SAU,Saudi Arabia,2016,1,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,200,Saudi Arabia,M. East & C. Asia,Asia
2932,SAU,Saudi Arabia,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,200,Saudi Arabia,M. East & C. Asia,Asia
2933,SAU,Saudi Arabia,2016,2,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,200,Saudi Arabia,M. East & C. Asia,Asia
2934,SAU,Saudi Arabia,2016,3,IPC,Prevention,200,Saudi Arabia,M. East & C. Asia,Asia
2935,SAU,Saudi Arabia,2016,2,AMU Prevention,Prevention,200,Saudi Arabia,M. East & C. Asia,Asia
2940,SAU,Saudi Arabia,2016,3,AMS and Regulation (Human),Regulation,200,Saudi Arabia,M. East & C. Asia,Asia
2943,SAU,Saudi Arabia,2016,1,AMS and Regulation (Ani&Crop),Regulation,200,Saudi Arabia,M. East & C. Asia,Asia
2944,SAU,Saudi Arabia,2016,1,Contamination Prevention,Regulation,200,Saudi Arabia,M. East & C. Asia,Asia
2948,SDS,South Sudan,2016,0,One Health Arrangements,General,213,South Sudan,Africa,Africa
2949,SDS,South Sudan,2016,0,NAP progress,General,213,South Sudan,Africa,Africa
2950,SDS,South Sudan,2016,0,NAP published,General,213,South Sudan,Africa,Africa
2951,SDS,South Sudan,2016,0,AMR Awareness (Human Health),Awareness and Education,213,South Sudan,Africa,Africa
2952,SDS,South Sudan,2016,0,AMR Awareness (Animal Health and Food Prod),Awareness and Education,213,South Sudan,Africa,Africa
2953,SDS,South Sudan,2016,0,AMR Training (Human Health),Awareness and Education,213,South Sudan,Africa,Africa
2956,SDS,South Sudan,2016,0,AMS and Regulation (Human),Regulation,213,South Sudan,Africa,Africa
2957,SDS,South Sudan,2016,0,AMS and Regulation (Ani&Crop),Regulation,213,South Sudan,Africa,Africa
2958,SDS,South Sudan,2016,0,Contamination Prevention,Regulation,213,South Sudan,Africa,Africa
2959,SDS,South Sudan,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,213,South Sudan,Africa,Africa
2960,SDS,South Sudan,2016,0,IPC,Prevention,213,South Sudan,Africa,Africa
2961,SDS,South Sudan,2016,0,AMU Prevention,Prevention,213,South Sudan,Africa,Africa
2966,SDS,South Sudan,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,213,South Sudan,Africa,Africa
2967,SDS,South Sudan,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,213,South Sudan,Africa,Africa
2968,SDS,South Sudan,2016,1,Veterinary Services,General,213,South Sudan,Africa,Africa
2969,SDS,South Sudan,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,213,South Sudan,Africa,Africa
2970,SDS,South Sudan,2016,0,AMR Surveillance System (Humans),Monitoring and Surveillance,213,South Sudan,Africa,Africa
2972,SGP,Singapore,2016,3,AMR Surveillance System (Humans),Monitoring and Surveillance,206,Singapore,Asia-Pacific,Asia
2973,SGP,Singapore,2016,2,One Health Arrangements,General,206,Singapore,Asia-Pacific,Asia
2974,SGP,Singapore,2016,3,NAP progress,General,206,Singapore,Asia-Pacific,Asia
2975,SGP,Singapore,2016,0,NAP published,General,206,Singapore,Asia-Pacific,Asia
2976,SGP,Singapore,2016,3,AMR Awareness (Human Health),Awareness and Education,206,Singapore,Asia-Pacific,Asia
2977,SGP,Singapore,2016,2,AMR Awareness (Animal Health and Food Prod),Awareness and Education,206,Singapore,Asia-Pacific,Asia
2978,SGP,Singapore,2016,3,AMR Training (Human Health),Awareness and Education,206,Singapore,Asia-Pacific,Asia
2979,SGP,Singapore,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,206,Singapore,Asia-Pacific,Asia
2980,SGP,Singapore,2016,2,Veterinary Services,General,206,Singapore,Asia-Pacific,Asia
2981,SGP,Singapore,2016,4,Monitoring System for AMU (Human Health),Monitoring and Surveillance,206,Singapore,Asia-Pacific,Asia
2982,SGP,Singapore,2016,1,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,206,Singapore,Asia-Pacific,Asia
2985,SGP,Singapore,2016,4,AMS and Regulation (Human),Regulation,206,Singapore,Asia-Pacific,Asia
2986,SGP,Singapore,2016,1,AMS and Regulation (Ani&Crop),Regulation,206,Singapore,Asia-Pacific,Asia
2987,SGP,Singapore,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,206,Singapore,Asia-Pacific,Asia
2988,SGP,Singapore,2016,3,IPC,Prevention,206,Singapore,Asia-Pacific,Asia
2989,SGP,Singapore,2016,2,AMU Prevention,Prevention,206,Singapore,Asia-Pacific,Asia
2996,SGP,Singapore,2016,3,Contamination Prevention,Regulation,206,Singapore,Asia-Pacific,Asia
3001,SLE,Sierra Leone,2016,0,AMS and Regulation (Human),Regulation,205,Sierra Leone,Africa,Africa
3002,SLE,Sierra Leone,2016,0,One Health Arrangements,General,205,Sierra Leone,Africa,Africa
3003,SLE,Sierra Leone,2016,0,NAP progress,General,205,Sierra Leone,Africa,Africa
3004,SLE,Sierra Leone,2016,0,NAP published,General,205,Sierra Leone,Africa,Africa
3005,SLE,Sierra Leone,2016,0,AMR Awareness (Human Health),Awareness and Education,205,Sierra Leone,Africa,Africa
3006,SLE,Sierra Leone,2016,0,AMR Awareness (Animal Health and Food Prod),Awareness and Education,205,Sierra Leone,Africa,Africa
3007,SLE,Sierra Leone,2016,1,AMR Training (Human Health),Awareness and Education,205,Sierra Leone,Africa,Africa
3008,SLE,Sierra Leone,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,205,Sierra Leone,Africa,Africa
3009,SLE,Sierra Leone,2016,0,Veterinary Services,General,205,Sierra Leone,Africa,Africa
3010,SLE,Sierra Leone,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,205,Sierra Leone,Africa,Africa
3011,SLE,Sierra Leone,2016,0,AMS and Regulation (Ani&Crop),Regulation,205,Sierra Leone,Africa,Africa
3012,SLE,Sierra Leone,2016,0,Contamination Prevention,Regulation,205,Sierra Leone,Africa,Africa
3013,SLE,Sierra Leone,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,205,Sierra Leone,Africa,Africa
3014,SLE,Sierra Leone,2016,2,IPC,Prevention,205,Sierra Leone,Africa,Africa
3015,SLE,Sierra Leone,2016,0,AMU Prevention,Prevention,205,Sierra Leone,Africa,Africa
3023,SLE,Sierra Leone,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,205,Sierra Leone,Africa,Africa
3024,SLE,Sierra Leone,2016,0,AMR Surveillance System (Humans),Monitoring and Surveillance,205,Sierra Leone,Africa,Africa
3025,SLV,El Salvador,2016,1,AMR Awareness (Human Health),Awareness and Education,66,El Salvador,Latin America,South and Central America
3026,SLV,El Salvador,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,66,El Salvador,Latin America,South and Central America
3031,SLV,El Salvador,2016,1,AMR Training (Human Health),Awareness and Education,66,El Salvador,Latin America,South and Central America
3032,SLV,El Salvador,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,66,El Salvador,Latin America,South and Central America
3033,SLV,El Salvador,2016,0,Veterinary Services,General,66,El Salvador,Latin America,South and Central America
3034,SLV,El Salvador,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,66,El Salvador,Latin America,South and Central America
3035,SLV,El Salvador,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,66,El Salvador,Latin America,South and Central America
3036,SLV,El Salvador,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,66,El Salvador,Latin America,South and Central America
3037,SLV,El Salvador,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,66,El Salvador,Latin America,South and Central America
3038,SLV,El Salvador,2016,3,IPC,Prevention,66,El Salvador,Latin America,South and Central America
3039,SLV,El Salvador,2016,1,AMU Prevention,Prevention,66,El Salvador,Latin America,South and Central America
3040,SLV,El Salvador,2016,1,One Health Arrangements,General,66,El Salvador,Latin America,South and Central America
3041,SLV,El Salvador,2016,2,NAP progress,General,66,El Salvador,Latin America,South and Central America
3042,SLV,El Salvador,2016,0,NAP published,General,66,El Salvador,Latin America,South and Central America
3047,SLV,El Salvador,2016,2,AMS and Regulation (Ani&Crop),Regulation,66,El Salvador,Latin America,South and Central America
3048,SLV,El Salvador,2016,1,Contamination Prevention,Regulation,66,El Salvador,Latin America,South and Central America
3049,SLV,El Salvador,2016,0,AMS and Regulation (Human),Regulation,66,El Salvador,Latin America,South and Central America
3053,SRB,Serbia,2016,2,AMR Training (Animal Health and Food Prod),Awareness and Education,202,Serbia,Other Europe,Europe
3062,SRB,Serbia,2016,3,Monitoring System for AMU (Human Health),Monitoring and Surveillance,202,Serbia,Other Europe,Europe
3063,SRB,Serbia,2016,1,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,202,Serbia,Other Europe,Europe
3064,SRB,Serbia,2016,3,AMR Surveillance System (Humans),Monitoring and Surveillance,202,Serbia,Other Europe,Europe
3065,SRB,Serbia,2016,2,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,202,Serbia,Other Europe,Europe
3066,SRB,Serbia,2016,2,IPC,Prevention,202,Serbia,Other Europe,Europe
3067,SRB,Serbia,2016,1,AMU Prevention,Prevention,202,Serbia,Other Europe,Europe
3068,SRB,Serbia,2016,0,One Health Arrangements,General,202,Serbia,Other Europe,Europe
3069,SRB,Serbia,2016,1,NAP progress,General,202,Serbia,Other Europe,Europe
3070,SRB,Serbia,2016,0,NAP published,General,202,Serbia,Other Europe,Europe
3071,SRB,Serbia,2016,3,AMR Awareness (Human Health),Awareness and Education,202,Serbia,Other Europe,Europe
3072,SRB,Serbia,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,202,Serbia,Other Europe,Europe
3073,SRB,Serbia,2016,3,AMR Training (Human Health),Awareness and Education,202,Serbia,Other Europe,Europe
3077,SRB,Serbia,2016,0,AMS and Regulation (Human),Regulation,202,Serbia,Other Europe,Europe
3081,STP,Sao Tome and Principe,2016,0,One Health Arrangements,General,199,Sao Tome and Principe,Africa,Africa
3082,STP,Sao Tome and Principe,2016,0,NAP progress,General,199,Sao Tome and Principe,Africa,Africa
3083,STP,Sao Tome and Principe,2016,0,NAP published,General,199,Sao Tome and Principe,Africa,Africa
3088,STP,Sao Tome and Principe,2016,0,AMS and Regulation (Human),Regulation,199,Sao Tome and Principe,Africa,Africa
3089,STP,Sao Tome and Principe,2016,0,AMS and Regulation (Ani&Crop),Regulation,199,Sao Tome and Principe,Africa,Africa
3090,STP,Sao Tome and Principe,2016,0,Contamination Prevention,Regulation,199,Sao Tome and Principe,Africa,Africa
3091,STP,Sao Tome and Principe,2016,0,AMR Surveillance System (Humans),Monitoring and Surveillance,199,Sao Tome and Principe,Africa,Africa
3092,STP,Sao Tome and Principe,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,199,Sao Tome and Principe,Africa,Africa
3093,STP,Sao Tome and Principe,2016,0,IPC,Prevention,199,Sao Tome and Principe,Africa,Africa
3094,STP,Sao Tome and Principe,2016,1,AMU Prevention,Prevention,199,Sao Tome and Principe,Africa,Africa
3096,STP,Sao Tome and Principe,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,199,Sao Tome and Principe,Africa,Africa
3097,STP,Sao Tome and Principe,2016,0,AMR Awareness (Human Health),Awareness and Education,199,Sao Tome and Principe,Africa,Africa
3098,STP,Sao Tome and Principe,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,199,Sao Tome and Principe,Africa,Africa
3099,STP,Sao Tome and Principe,2016,1,AMR Training (Human Health),Awareness and Education,199,Sao Tome and Principe,Africa,Africa
3100,STP,Sao Tome and Principe,2016,1,Veterinary Services,General,199,Sao Tome and Principe,Africa,Africa
3101,STP,Sao Tome and Principe,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,199,Sao Tome and Principe,Africa,Africa
3102,STP,Sao Tome and Principe,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,199,Sao Tome and Principe,Africa,Africa
3104,SUR,Suriname,2016,1,Contamination Prevention,Regulation,218,Suriname,Latin America,Africa
3105,SUR,Suriname,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,218,Suriname,Latin America,Africa
3106,SUR,Suriname,2016,0,One Health Arrangements,General,218,Suriname,Latin America,Africa
3107,SUR,Suriname,2016,1,NAP progress,General,218,Suriname,Latin America,Africa
3108,SUR,Suriname,2016,0,NAP published,General,218,Suriname,Latin America,Africa
3109,SUR,Suriname,2016,1,AMR Awareness (Human Health),Awareness and Education,218,Suriname,Latin America,Africa
3110,SUR,Suriname,2016,0,AMR Awareness (Animal Health and Food Prod),Awareness and Education,218,Suriname,Latin America,Africa
3111,SUR,Suriname,2016,2,AMR Training (Human Health),Awareness and Education,218,Suriname,Latin America,Africa
3112,SUR,Suriname,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,218,Suriname,Latin America,Africa
3113,SUR,Suriname,2016,1,Veterinary Services,General,218,Suriname,Latin America,Africa
3114,SUR,Suriname,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,218,Suriname,Latin America,Africa
3115,SUR,Suriname,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,218,Suriname,Latin America,Africa
3116,SUR,Suriname,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,218,Suriname,Latin America,Africa
3118,SUR,Suriname,2016,0,IPC,Prevention,218,Suriname,Latin America,Africa
3119,SUR,Suriname,2016,1,AMU Prevention,Prevention,218,Suriname,Latin America,Africa
3125,SUR,Suriname,2016,1,AMS and Regulation (Ani&Crop),Regulation,218,Suriname,Latin America,Africa
3128,SUR,Suriname,2016,0,AMS and Regulation (Human),Regulation,218,Suriname,Latin America,Africa
3129,SVK,Slovakia,2016,3,IPC,Prevention,207,Slovakia,Other Europe,Europe
3130,SVK,Slovakia,2016,0,AMU Prevention,Prevention,207,Slovakia,Other Europe,Europe
3132,SVK,Slovakia,2016,4,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,207,Slovakia,Other Europe,Europe
3139,SVK,Slovakia,2016,3,AMS and Regulation (Human),Regulation,207,Slovakia,Other Europe,Europe
3140,SVK,Slovakia,2016,3,AMS and Regulation (Ani&Crop),Regulation,207,Slovakia,Other Europe,Europe
3141,SVK,Slovakia,2016,2,Contamination Prevention,Regulation,207,Slovakia,Other Europe,Europe
3142,SVK,Slovakia,2016,3,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,207,Slovakia,Other Europe,Europe
3143,SVK,Slovakia,2016,3,AMR Surveillance System (Humans),Monitoring and Surveillance,207,Slovakia,Other Europe,Europe
3144,SVK,Slovakia,2016,0,NAP published,General,207,Slovakia,Other Europe,Europe
3146,SVK,Slovakia,2016,1,One Health Arrangements,General,207,Slovakia,Other Europe,Europe
3147,SVK,Slovakia,2016,1,NAP progress,General,207,Slovakia,Other Europe,Europe
3148,SVK,Slovakia,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,207,Slovakia,Other Europe,Europe
3149,SVK,Slovakia,2016,2,AMR Awareness (Human Health),Awareness and Education,207,Slovakia,Other Europe,Europe
3150,SVK,Slovakia,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,207,Slovakia,Other Europe,Europe
3151,SVK,Slovakia,2016,3,AMR Training (Human Health),Awareness and Education,207,Slovakia,Other Europe,Europe
3152,SVK,Slovakia,2016,0,Veterinary Services,General,207,Slovakia,Other Europe,Europe
3153,SVK,Slovakia,2016,2,Monitoring System for AMU (Human Health),Monitoring and Surveillance,207,Slovakia,Other Europe,Europe
3154,SVN,Slovenia,2016,0,NAP published,General,208,Slovenia,Other Europe,Europe
3155,SVN,Slovenia,2016,2,One Health Arrangements,General,208,Slovenia,Other Europe,Europe
3156,SVN,Slovenia,2016,1,NAP progress,General,208,Slovenia,Other Europe,Europe
3159,SVN,Slovenia,2016,1,AMR Awareness (Human Health),Awareness and Education,208,Slovenia,Other Europe,Europe
3160,SVN,Slovenia,2016,3,AMR Awareness (Animal Health and Food Prod),Awareness and Education,208,Slovenia,Other Europe,Europe
3161,SVN,Slovenia,2016,2,AMR Training (Human Health),Awareness and Education,208,Slovenia,Other Europe,Europe
3162,SVN,Slovenia,2016,2,AMR Training (Animal Health and Food Prod),Awareness and Education,208,Slovenia,Other Europe,Europe
3163,SVN,Slovenia,2016,2,Veterinary Services,General,208,Slovenia,Other Europe,Europe
3164,SVN,Slovenia,2016,4,Monitoring System for AMU (Human Health),Monitoring and Surveillance,208,Slovenia,Other Europe,Europe
3165,SVN,Slovenia,2016,3,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,208,Slovenia,Other Europe,Europe
3166,SVN,Slovenia,2016,3,AMR Surveillance System (Humans),Monitoring and Surveillance,208,Slovenia,Other Europe,Europe
3167,SVN,Slovenia,2016,4,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,208,Slovenia,Other Europe,Europe
3168,SVN,Slovenia,2016,3,IPC,Prevention,208,Slovenia,Other Europe,Europe
3169,SVN,Slovenia,2016,1,AMU Prevention,Prevention,208,Slovenia,Other Europe,Europe
3174,SVN,Slovenia,2016,4,AMS and Regulation (Human),Regulation,208,Slovenia,Other Europe,Europe
3175,SVN,Slovenia,2016,3,AMS and Regulation (Ani&Crop),Regulation,208,Slovenia,Other Europe,Europe
3181,SWE,Sweden,2016,4,One Health Arrangements,General,221,Sweden,Western Europe,Europe
3182,SWE,Sweden,2016,4,NAP progress,General,221,Sweden,Western Europe,Europe
3189,SWE,Sweden,2016,4,AMS and Regulation (Human),Regulation,221,Sweden,Western Europe,Europe
3190,SWE,Sweden,2016,4,AMS and Regulation (Ani&Crop),Regulation,221,Sweden,Western Europe,Europe
3191,SWE,Sweden,2016,2,Contamination Prevention,Regulation,221,Sweden,Western Europe,Europe
3192,SWE,Sweden,2016,4,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,221,Sweden,Western Europe,Europe
3193,SWE,Sweden,2016,3,IPC,Prevention,221,Sweden,Western Europe,Europe
3194,SWE,Sweden,2016,4,AMU Prevention,Prevention,221,Sweden,Western Europe,Europe
3195,SWE,Sweden,2016,3,AMR Training (Human Health),Awareness and Education,221,Sweden,Western Europe,Europe
3196,SWE,Sweden,2016,1,NAP published,General,221,Sweden,Western Europe,Europe
3197,SWE,Sweden,2016,4,AMR Awareness (Human Health),Awareness and Education,221,Sweden,Western Europe,Europe
3198,SWE,Sweden,2016,4,AMR Awareness (Animal Health and Food Prod),Awareness and Education,221,Sweden,Western Europe,Europe
3199,SWE,Sweden,2016,4,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,221,Sweden,Western Europe,Europe
3200,SWE,Sweden,2016,4,AMR Training (Animal Health and Food Prod),Awareness and Education,221,Sweden,Western Europe,Europe
3201,SWE,Sweden,2016,4,Veterinary Services,General,221,Sweden,Western Europe,Europe
3202,SWE,Sweden,2016,3,Monitoring System for AMU (Human Health),Monitoring and Surveillance,221,Sweden,Western Europe,Europe
3203,SWE,Sweden,2016,4,AMR Surveillance System (Humans),Monitoring and Surveillance,221,Sweden,Western Europe,Europe
3204,SWZ,Swaziland,2016,0,One Health Arrangements,General,220,Swaziland,Africa,Africa
3205,SWZ,Swaziland,2016,0,AMU Prevention,Prevention,220,Swaziland,Africa,Africa
3206,SWZ,Swaziland,2016,1,NAP progress,General,220,Swaziland,Africa,Africa
3207,SWZ,Swaziland,2016,0,NAP published,General,220,Swaziland,Africa,Africa
3208,SWZ,Swaziland,2016,1,AMR Awareness (Human Health),Awareness and Education,220,Swaziland,Africa,Africa
3209,SWZ,Swaziland,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,220,Swaziland,Africa,Africa
3210,SWZ,Swaziland,2016,2,AMR Training (Human Health),Awareness and Education,220,Swaziland,Africa,Africa
3211,SWZ,Swaziland,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,220,Swaziland,Africa,Africa
3212,SWZ,Swaziland,2016,0,Veterinary Services,General,220,Swaziland,Africa,Africa
3213,SWZ,Swaziland,2016,1,Monitoring System for AMU (Human Health),Monitoring and Surveillance,220,Swaziland,Africa,Africa
3214,SWZ,Swaziland,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,220,Swaziland,Africa,Africa
3215,SWZ,Swaziland,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,220,Swaziland,Africa,Africa
3216,SWZ,Swaziland,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,220,Swaziland,Africa,Africa
3217,SWZ,Swaziland,2016,1,IPC,Prevention,220,Swaziland,Africa,Africa
3226,SWZ,Swaziland,2016,1,Contamination Prevention,Regulation,220,Swaziland,Africa,Africa
3227,SWZ,Swaziland,2016,0,AMS and Regulation (Human),Regulation,220,Swaziland,Africa,Africa
3228,SWZ,Swaziland,2016,0,AMS and Regulation (Ani&Crop),Regulation,220,Swaziland,Africa,Africa
3231,SYR,Syrian Arab Republic,2016,1,AMR Training (Human Health),Awareness and Education,223,Syria,M. East & C. Asia,Asia
3239,SYR,Syrian Arab Republic,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,223,Syria,M. East & C. Asia,Asia
3241,SYR,Syrian Arab Republic,2016,0,AMR Surveillance System (Humans),Monitoring and Surveillance,223,Syria,M. East & C. Asia,Asia
3243,SYR,Syrian Arab Republic,2016,1,IPC,Prevention,223,Syria,M. East & C. Asia,Asia
3246,SYR,Syrian Arab Republic,2016,1,One Health Arrangements,General,223,Syria,M. East & C. Asia,Asia
3247,SYR,Syrian Arab Republic,2016,2,NAP progress,General,223,Syria,M. East & C. Asia,Asia
3248,SYR,Syrian Arab Republic,2016,0,NAP published,General,223,Syria,M. East & C. Asia,Asia
